event_type,event_cause,description,requires_road_closure,priority,latitude,longitude,address,corridor,zone,police_station,description_missing,Day_of_Week
planned,construction,ಬಿಬಿಎಂಪಿ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿ ಇದೆ   ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯ ಇಲ್ಲಾ,False,Low,12.970333,77.6100462,"Magrath Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Non-corridor,Central Zone 1,Ashok Nagar,False,Wednesday
planned,construction,"kptcl work progressing at varturu college, varturu ps vehicles slow movement.",False,Low,12.9424506,77.7471773,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,False,Wednesday
unplanned,procession,ಹಂದಿ ಜೋಗಿ ಕಾಲೋನಿ ಯಿಂದ ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನ ದ ವರೆಗೆ ಪ್ರೊಸೇಷನ್ ಇರುತ್ತದೆ. ಟ್ರಾಫಿಕ್ ಮ್ಯುಮೆಂಟ ನಿಧಾನ ಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ.,False,High,12.9317452,77.6138217,"Hosur Road, Madiwala Check Post Junction, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Hosur Road,South Zone 2,Adugodi,False,Wednesday
planned,construction,"KPTCL Work Varthur College junction, [LOCATION] road",False,Low,12.9424889,77.7474591,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,False,Friday
unplanned,construction,,False,Low,13.0531027,77.6459625,"Narayanapur Cross Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,True,Thursday
unplanned,construction,"ನಮಸ್ತೆ ಸರ್, ಗೆದ್ದಲಹಳ್ಳಿ ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ಸಿಮೆಂಟ್ ರೋಡ್ ಮಾಡುತ್ತಿರುವುದರಿಂದ ಹೆಣ್ಣೂರ್ ಬಾಗ್ಲೂರ್ ಮುಖ್ಯ ರಸ್ತೆ ಟ್ರಾಫಿಕ್ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಮಳೆಯ ಮುನ್ಸೂಚನೆ ಇರುತ್ತದೆ",False,Low,13.0481768,77.6453207,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Thursday
unplanned,construction,,True,Low,13.0699598,77.6206606,"Railway Parallel Road, Arkavathy Layout 8th Block, Srirampura, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 1,Hennuru,True,Saturday
planned,construction,[PERSON] station work sir [PERSON] towards [PERSON] sir,False,High,12.9694267,77.7006781,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Sunday
planned,public_event,Haz bhavan yatre,False,High,13.0891144,77.63546131,"Thanisandra Main Road, Tirumanahalli, Bengaluru, Karnataka. Pin-560064 (India)",Hennur Main Road,North Zone 1,Hennuru,False,Sunday
unplanned,construction,varthu ps towards varthur kodi sir,False,Low,12.9379245,77.7464862,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,False,Tuesday
unplanned,construction,BWSSB Work slow moving traffic kadugodi flyover towards Seegehalli,False,Low,13.0041957,77.7569011,"Bhattarahalli Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",Non-corridor,East Zone 2,Mahadevapura,False,Tuesday
planned,construction,[LOCATION] center median work is going on karthiknagara towards marathhalli,False,High,12.9687003,77.7013565,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
planned,public_event,without helmer,True,Low,12.8441817,77.5766517,"Unnamed Road, Pillaganahalli, Bengaluru, Karnataka. Pin-560083 (India)",Non-corridor,South Zone 1,Thalagattapura,False,Wednesday
planned,construction,Hospital road white tapping,True,Low,12.97326156,77.57768172,"Hospital Road, Balepet, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",Non-corridor,Central Zone 2,Upparpet,False,Thursday
planned,construction,[LOCATION] center median work is going on at karthiknagara so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli,False,High,12.9687789,77.7015288,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
planned,procession,traffic slow movement from [LOCATION] towards dairy due to [PERSON] festival,False,Low,12.9364416,77.6072177,"Hosur Road, Prestige Technopolis, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Adugodi,False,Wednesday
planned,procession,[PERSON] pallakki procession from [LOCATION] 8th cross towards sampige road 18th cross,True,Low,12.9990834,77.5710764,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Non-corridor,West Zone 2,Malleshwaram,False,Thursday
unplanned,construction,[LOCATION] work in progress sir,False,High,12.9692535,77.7011466,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
unplanned,construction,Chamber work,False,High,13.097771,77.5989832,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Friday
planned,construction,[LOCATION] construction,False,High,12.96923191,77.70098502,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
unplanned,construction,[LOCATION] construction sir,False,High,12.96877944,77.70122799,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
planned,construction,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station work,False,High,12.969466,77.7010444,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
planned,construction,ಮರ ಬಿದ್ದಿದೆ ಸರ್,False,High,12.9725245,77.5378415,"17th Cross Road, Govindaraja Nagara Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",West of Chord Road,West Zone 2,Vijayanagara,False,Saturday
planned,construction,[LOCATION] station piller work,False,High,12.9695964,77.7007931,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Saturday
planned,construction,drainage work progress sir,True,Low,13.0581665,77.5462351,"Kitthur Rani Chennamma Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",Non-corridor,North Zone 1,Jalahalli,False,Sunday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ ನಾಲಾ ರೋಡ್ [LOCATION] ವರ್ಕ್ ನಡೆಯುತ್ತಿರುವ ಕಾರಣ ಪಿ ಐ ಸರ್ ಆದೇಶದ [PERSON] ರಸ್ತೆ ಜಂಕ್ಷನ್ ನಿಂದ ಡಿಕನ್ [LOCATION] ರಸ್ತೆ ಜಂಕ್ಷನ್ ಕಡೆಗೆ [PERSON] ಕಾಮರಾಜ ರಸ್ತೆಯನ್ನು ಕ್ಲೋಸ್ ಮಾಡಲಾಗಿದೆ,True,High,12.9773762,77.6086674,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Old Madras Road,,Shivajinagar,False,Sunday
unplanned,construction,bhoganahalli junction sir drainage work sir,False,Low,12.9363582,77.703834,"Bhoganahalli Main Road, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Monday
planned,construction,Sir [PERSON] service road ನಲ್ಲಿ sterling [LOCATION] ಎದುರು ಮೋರಿ ಕ್ಲೀನ್ ಮಾಡಲು ಗ್ರಿಲ್ ತೆಗೆದು ಮಿಡಿಯನ್ ಹಾಕಿರುತ್ತಾರೆ ಸರ್ ಸರ್ವಿಸ್ ರಸ್ತೆಯ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ಸ್ಲೋ ಇದೇ ಸರ್...,False,High,12.928608,77.6816848,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,East Zone 1,HAL Old Airport,False,Monday
planned,construction,,False,Low,12.9665396,77.616609,"Lower Agaram Road, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",Non-corridor,Central Zone 1,Halasur,True,Tuesday
planned,public_event,,False,High,12.9718847,77.6068766,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Mysore Road,Central Zone 1,Ashok Nagar,True,Tuesday
unplanned,construction,slow moving traffic Belathur towards [LOCATION],False,Low,13.0013754,77.7576431,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",Non-corridor,East Zone 2,Mahadevapura,False,Wednesday
planned,public_event,[PERSON] festival at [LOCATION] road BGS Flyover,True,High,12.96417661,77.56987194,"Sultan Road, Cottonpete, Cheluvadi Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",Mysore Road,Central Zone 2,Chamarajpet,False,Wednesday
planned,construction,Culvert Work By GBA,True,High,12.98306392,77.61063549,"Rakhra Sports, 22, Veerapillai Street, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",CBD 1,,Shivajinagar,False,Wednesday
planned,construction,Culvert Work By GBA road closure,True,High,12.97736496,77.60867728,"Kamaraja Road Circle, Cubbon Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Old Madras Road,,Shivajinagar,False,Wednesday
unplanned,procession,demo,False,Low,12.96239447,77.76940255,"Kaithota, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",Non-corridor,East Zone 1,Whitefield,False,Tuesday
planned,public_event,BAKRID BANDOBASTH,True,Low,13.00200051,77.61210604,"Doddi Circle, Pottery Road, Sagayapura, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",Non-corridor,North Zone 1,K.G. Halli,False,Thursday
planned,public_event,"Special prayer on the
occasion of [PERSON]
festival",True,Low,12.99351325,77.60736145,"A.K.S. Convention Hall, 70, Saint John's Church Road, Bharathi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Non-corridor,North Zone 1,Pulikeshinagar(F.Town),False,Tuesday
unplanned,construction,panathur main road towards bhoganahalli sir [PERSON] work sir traffic no problem sir,False,Low,12.9380884,77.698943,"Panathur Main Road, Vaswani Presidio, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Thursday
planned,public_event,[PERSON] prayer at [PERSON],True,High,12.90649007,77.57322032,"Sarakki Junction, Outer Ring Road, Kumaraswamy Layout 1st Stage, Kane Muneshwara Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",ORR West 1,South Zone 1,K.S. Layout,False,Tuesday
unplanned,procession,[PERSON] procession start sir,False,Low,13.0990637,77.5850456,"3rd A Cross Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 2,Yelahanka,False,Friday
planned,construction,[LOCATION] station tower crane work and center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli,False,High,12.969424,77.7007903,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
unplanned,construction,veerannapalya Junction  BWSSB wark,False,High,13.0417739,77.6140293,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,Hennuru,False,Saturday
planned,construction,BWSSB work progress K R road towards D M junction traffic slow moment,False,Low,12.9368449,77.5737802,"Sri Nitturu Srinivasarao Road, Bharathi Nursing Home Junction, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",Non-corridor,,Basavanagudi,False,Saturday
planned,construction,[LOCATION] center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards marathhalli and from karthiknagara towards [LOCATION],False,High,12.9696781,77.7005957,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Sunday
unplanned,construction,[PERSON] work maduvudarinda traffic slow movment aguttide sir,True,Low,12.9365089,77.7032441,"Panathur Main Road, Subbanna Apartment, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Sunday
planned,construction,[LOCATION] work at [LOCATION],True,High,12.95691291,77.70135409,"Service Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",Varthur Road,East Zone 1,HAL Old Airport,False,Sunday
planned,construction,Culvert Drainage Work at Banasavadi Main road,True,Low,13.01136787,77.64639437,"೨ನೇ ಈ ಅಡ್ಡ ರಸ್ತೆ, Chikka Banasawadi, ಬೈಯಪ್ಪನಹಳ್ಳಿ, ಕಲ್ಯಾಣನಗರ, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560043, India",Non-corridor,North Zone 1,Banaswadi,False,Sunday
planned,procession,ವಾಕ್ ವಿತ್ ರಾಮಾಜ ನಡಿಗೆ ಕಾರ್ಯಕ್ರಮ ಮಲ್ಲೇಶ್ವರಂ ಸರ್ಕಲ್ ನಿಂದ ಸರ್ಕಲ್ ಮಾರಮ್ಮ ಮಾರ್ಗೋಸ್ ರಸ್ತೆ 11ನೇ ಮೆರವಣಿಗೆ ನಡೆಯುತ್ತದೆ ಸರ್ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ರೀತಿ ತೊಂದರೆಯುವುದಿಲ್ಲ,False,Low,12.99838,77.5713867,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Non-corridor,West Zone 2,Malleshwaram,False,Sunday
unplanned,construction,"bwssb work doing in bharathi nursing home junction, slow traffic movement",False,Low,12.9369018,77.5737488,"Sri Nitturu Srinivasarao Road, Bharathi Nursing Home Junction, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",Non-corridor,,Basavanagudi,False,Sunday
planned,construction,White topping work,True,High,12.96396195,77.56960303,"K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India",Mysore Road,Central Zone 2,Chamarajpet,False,Wednesday
unplanned,procession,Procession,False,Low,13.11620113,77.6130314,"Palanahalli Road, Palanahalli, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",Non-corridor,North Zone 2,Yelahanka,False,Tuesday
unplanned,construction,Old Chandapura underpass work progress,False,Low,12.8011603,77.7122165,"TCP Layout Main Road, Old Chandapura, Chandapura, Bengaluru, Karnataka. Pin-560081 (India)",Non-corridor,West Zone 1,No Police Station,False,Saturday
unplanned,construction,"ನಮಸ್ತೆ ಸರ್, ಎಲ್ಲೂರು ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ವಡ್ಡರ ಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಬಿಡಬ್ಲ್ಯೂಎಸ್ಎಸ್ಬಿ ದವರು ಒಳ ಚರಂಡಿ ಕಾಮಗಾರಿ [PERSON] ಕಡೆಗೆ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿವೆ ಸರ್",False,High,13.0395661,77.6412265,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Monday
unplanned,construction,construction,False,Low,12.97633064,77.45300487,"Major Arterial Road, ಶೀಗೇಹಳ್ಳಿ, Shigehalli, Bangalore North, Bengaluru Urban, Karnataka, 560112, India",Non-corridor,West Zone 1,No Police Station,False,Tuesday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ . ಮೈಲನಹಳ್ಳಿ ಹತ್ತಿರ ಮೋರೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದು ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಂಚರಿಸಿರುತ್ತದೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣೆ,False,Low,13.1850133,77.6984583,"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India)",Non-corridor,,Chikkajala,False,Tuesday
unplanned,protest,Protest,False,Low,12.98124337,77.75068471,"Lat: 12.981243, Lng: 77.750685",Non-corridor,West Zone 1,No Police Station,False,Tuesday
planned,protest,Protest,False,Low,12.88122222,77.47910378,"Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",Non-corridor,West Zone 1,No Police Station,False,Tuesday
unplanned,construction,A hole digged from BWSSB/EE(WWM-H&A.V) BETWEEN bagaluru and [LOCATION] main road,False,Low,13.1202435,77.6682476,"Hennuru Main Road, Chagalahatti, Bengaluru, Karnataka. Pin-562149 (India)",Non-corridor,,Chikkajala,False,Thursday
unplanned,procession,[LOCATION] hatra procession,True,Low,12.8874767,77.7372183,"Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India)",Non-corridor,East Zone 1,Whitefield,False,Monday
planned,construction,ನಮಸ್ತೆ ಸರ್ ಬೇಗೂರು ಗಾಳಮ್ಮ ಸರ್ಕಲ್ ನಿಂದ ಚಿಕ್ಕನಹಳ್ಳಿಯ ವರೆಗೆ ಬಿ ಎಂ ಆರ್ ಸಿ ಎಲ್ [PERSON] ಅಳವಡಿಕೆ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿದ್ದು  ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ ಸರ್,False,Low,13.183545,77.6801783,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",Non-corridor,,Chikkajala,False,Wednesday
